station_origin,station_destination,flows,population,jobs,distance
Euston Square,Chiswick Park,0,4926,1517,12271.767007185907
Euston Square,Chorleywood,0,4926,702,33112.85969000741
Euston Square,Clapham Common,0,4926,2020,10740.994170197859
Euston Square,Cockfosters,0,4926,262,17545.837561999397
Euston Square,Covent Garden,0,4926,4355,3249.277481554677
Euston Square,Croxley,1,4926,340,29074.3942455999
Euston Square,Dagenham East,2,4926,649,23362.134310738293
Euston Square,Dagenham Heathway,1,4926,1108,22082.928924753658
Euston Square,Debden,0,4926,865,25727.446102830065
Euston Square,Dollis Hill,6,4926,847,9183.805653979944
Euston Square,Ealing Broadway,0,4926,4846,15396.832355164097
Euston Square,Ealing Common,0,4926,915,14570.535139759622
Euston Square,Earl's Court,1,4926,6613,8180.454689189736
Euston Square,East Acton,0,4926,1505,10787.99475514865
Euston Square,East Ham,14,4926,2062,14935.401955539091
Euston Square,East Putney,1,4926,1877,12445.889839708365
Euston Square,Eastcote,0,4926,364,21128.781556887934
Euston Square,Edgware,0,4926,772,16497.63061805012
Euston Square,Edgware Road,130,4926,6868,2481.569842289788
Euston Square,Elephant & Castle,1,4926,6427,6755.994757058133
Euston Square,Elm Park,1,4926,269,25657.92445926692
Euston Square,Embankment,1,4926,10220,4417.191266014977
Euston Square,Epping,2,4926,498,31674.833395013553
Euston Square,Euston,0,4926,16800,1902.8075590723283
Euston Square,Euston Square,0,4926,8093,0.0
Euston Square,Fairlop,0,4926,182,23782.96479910215
Euston Square,Farringdon,1081,4926,25592,2897.4289789611266
Euston Square,Finchley Road,21,4926,3417,4981.336066043526
Euston Square,Finsbury Park,1,4926,6769,5128.856779862406
Euston Square,Fulham Broadway,3,4926,4200,9690.584794518874
Euston Square,Gants Hill,0,4926,601,19125.970152941885
Euston Square,Gloucester Road,0,4926,5194,7646.768249713927
Euston Square,Golders Green,0,4926,1871,8871.912354251886
Euston Square,Goldhawk Road,8,4926,370,8161.7173052136295
Euston Square,Grange Hill,0,4926,76,24434.271604414607
Euston Square,Great Portland Street,22,4926,6936,619.9468691637462
Euston Square,Green Park,3,4926,26754,4230.852209106051
